fig_num,name,num_parts,img_url
fig-003548,"Boba Fett, Helmet and Jetpack with Dark Brown Highlights, Light Bluish Gray Armor",4,https://cdn.rebrickable.com/media/sets/fig-003548.jpg
fig-003549,"Gamorrean Guard, Plain Head, Reddish Brown Torso",3,https://cdn.rebrickable.com/media/sets/fig-003549.jpg
fig-003550,"Han Solo, White Shirt, Reddish Brown Legs, Black Eyes",4,https://cdn.rebrickable.com/media/sets/fig-003550.jpg
fig-003551,"Lando Calrissian, Skiff Guard Disguise, Dark Bluish Gray Helmet",4,https://cdn.rebrickable.com/media/sets/fig-003551.jpg
fig-003552,"Luke Skywalker, Black Robes, Black Eyes",4,https://cdn.rebrickable.com/media/sets/fig-003552.jpg
fig-003553,"Princess Leia, Slave Outfit, Black Eyes, Neck Bracket",5,https://cdn.rebrickable.com/media/sets/fig-003553.jpg
fig-003554,"Bespin Guard, Reddish Brown Skin",4,https://cdn.rebrickable.com/media/sets/fig-003554.jpg
fig-003555,"Dengar, Light Nougat Head",4,https://cdn.rebrickable.com/media/sets/fig-003555.jpg
fig-003556,"IG-88, Round Plate Head",8,https://cdn.rebrickable.com/media/sets/fig-003556.jpg
fig-003557,"Ten Numb, White Outfit",4,https://cdn.rebrickable.com/media/sets/fig-003557.jpg
fig-003558,"Rebel Pilot B-wing, Red Flight Suit, Black Eyes",5,https://cdn.rebrickable.com/media/sets/fig-003558.jpg
fig-003559,"Rebel Technician / Ground Crew, Light Bluish Gray Uniform",4,https://cdn.rebrickable.com/media/sets/fig-003559.jpg
fig-003560,"Rebel Pilot A-wing, Green Uniform, Black Eyes, Trans-Brown Visor",5,https://cdn.rebrickable.com/media/sets/fig-003560.jpg
fig-003561,"Han Solo, Hoth Outfit, Dark Blue Jacket, Tan Legs",4,https://cdn.rebrickable.com/media/sets/fig-003561.jpg
fig-003562,"Snowtrooper, Light Bluish Gray Hips, Plain Black Head, Black Hands",4,https://cdn.rebrickable.com/media/sets/fig-003562.jpg
fig-003608,"Rebel Trooper in Hoth Uniform, White Hat, Yellow Skin, Backpack, Brown Visor",6,https://cdn.rebrickable.com/media/sets/fig-003608.jpg
fig-003609,"Dak Ralter, Yellow Skin, Dark Gray Hips",4,https://cdn.rebrickable.com/media/sets/fig-003609.jpg
fig-003610,"Luke Skywalker, Endor Outfit, Yellow Skin",4,https://cdn.rebrickable.com/media/sets/fig-003610.jpg
fig-003611,"Battle Droid Pilot, Blue Printed Torso, Two Bent Arms",5,https://cdn.rebrickable.com/media/sets/fig-003611.jpg
fig-003612,"Battle Droid, Two Bent Arms",5,https://cdn.rebrickable.com/media/sets/fig-003612.jpg
fig-003613,"Jar Jar Binks, Plain Head, Tan Torso",3,https://cdn.rebrickable.com/media/sets/fig-003613.jpg
fig-003614,"Qui-Gon Jinn, Yellow Skin",5,https://cdn.rebrickable.com/media/sets/fig-003614.jpg
fig-003615,"Gungan Warrior, Green Legs",3,https://cdn.rebrickable.com/media/sets/fig-003615.jpg
fig-003616,"Tusken Raider, Crossed Shoulder Belts (3626b Head)",3,https://cdn.rebrickable.com/media/sets/fig-003616.jpg
fig-003617,"Anakin Skywalker, Padawan, Yellow Skin, Cape",5,https://cdn.rebrickable.com/media/sets/fig-003617.jpg
fig-003618,"Obi-Wan Kenobi, Old, Yellow Skin, Light Gray Hair",4,https://cdn.rebrickable.com/media/sets/fig-003618.jpg
fig-003619,"Luke Skywalker, Black Robes, Yellow Skin",4,https://cdn.rebrickable.com/media/sets/fig-003619.jpg
fig-003620,"Han Solo, White Shirt, Yellow Skin",4,https://cdn.rebrickable.com/media/sets/fig-003620.jpg
fig-003621,"Count Dooku, Yellow Skin",5,https://cdn.rebrickable.com/media/sets/fig-003621.jpg
fig-003622,"Astromech Droid, R5-D4, Short Stripes, 30361c Body",4,https://cdn.rebrickable.com/media/sets/fig-003622.jpg
fig-003623,"Dutch Vander / Rebel Pilot Y-wing, Yellow Skin, Dark Gray Hips",4,https://cdn.rebrickable.com/media/sets/fig-003623.jpg
fig-003624,"Stormtrooper, Plain Yellow Head, Black Hips",4,https://cdn.rebrickable.com/media/sets/fig-003624.jpg
fig-003625,"Rebel Technician / Ground Crew, Yellow Skin, Large Moustache",4,https://cdn.rebrickable.com/media/sets/fig-003625.jpg
fig-003626,"Biggs Darklighter, Yellow Skin",4,https://cdn.rebrickable.com/media/sets/fig-003626.jpg
fig-003627,"Anakin Skywalker, Child, Yellow Skin, Brown Helmet",5,https://cdn.rebrickable.com/media/sets/fig-003627.jpg
fig-003628,"Wicket, Ewok, Plain Brown",3,https://cdn.rebrickable.com/media/sets/fig-003628.jpg
fig-003629,"Paploo, Ewok, Tan Hood with Tan Face",3,https://cdn.rebrickable.com/media/sets/fig-003629.jpg
fig-003630,"Rebel Technician / Ground Crew, Yellow Skin, Small Moustache",4,https://cdn.rebrickable.com/media/sets/fig-003630.jpg
fig-003631,"Rebel Pilot A-wing, Green Uniform, Yellow Skin",5,https://cdn.rebrickable.com/media/sets/fig-003631.jpg
fig-003632,Zam Wesell,5,https://cdn.rebrickable.com/media/sets/fig-003632.jpg
fig-003633,"Anakin Skywalker, Padawan, Yellow Skin",4,https://cdn.rebrickable.com/media/sets/fig-003633.jpg
fig-003634,"Obi-Wan Kenobi, Yellow Skin",4,https://cdn.rebrickable.com/media/sets/fig-003634.jpg
fig-003635,"Anakin Skywalker, Child, Yellow Skin, Light Gray Helmet",5,https://cdn.rebrickable.com/media/sets/fig-003635.jpg
fig-003636,"Padme Amidala / Naberrie, Yellow Skin",4,https://cdn.rebrickable.com/media/sets/fig-003636.jpg
fig-003637,"Rebel Pilot B-wing, Red Flight Suit, Yellow Skin",5,https://cdn.rebrickable.com/media/sets/fig-003637.jpg
fig-003638,Gasgano,8,https://cdn.rebrickable.com/media/sets/fig-003638.jpg
fig-003639,Imperial Shuttle Pilot with Yellow Skin,4,https://cdn.rebrickable.com/media/sets/fig-003639.jpg
fig-003640,"Super Battle Droid, Pearl Sand Blue",4,https://cdn.rebrickable.com/media/sets/fig-003640.jpg
fig-003641,"Jedi Bob, Brown",5,https://cdn.rebrickable.com/media/sets/fig-003641.jpg
fig-003642,"Droideka / Destroyer Droid, Brown Shell",26,https://cdn.rebrickable.com/media/sets/fig-003642.jpg
fig-003643,"Obi-Wan Kenobi, Padawan, Yellow Skin, Brown Hood and Cape",5,https://cdn.rebrickable.com/media/sets/fig-003643.jpg
fig-003644,Aldar Beedo,9,https://cdn.rebrickable.com/media/sets/fig-003644.jpg
fig-003645,"Boba Fett, Child, Medium Blue Outfit, Yellow Skin",4,https://cdn.rebrickable.com/media/sets/fig-003645.jpg
fig-003646,"Jango Fett, Black Head",4,https://cdn.rebrickable.com/media/sets/fig-003646.jpg
fig-003647,Wookiee Warrior,3,https://cdn.rebrickable.com/media/sets/fig-003647.jpg
fig-003648,"Clone Trooper, 41st Elite Corps Armor, Green Markings",4,https://cdn.rebrickable.com/media/sets/fig-003648.jpg
fig-003649,"Luminara Unduli, Light-Up Lightsaber",2,https://cdn.rebrickable.com/media/sets/fig-003649.jpg
fig-003650,"General Grievous, Plain, Cape",8,https://cdn.rebrickable.com/media/sets/fig-003650.jpg
fig-003651,"Obi-Wan Kenobi, Dark Orange Legs, Cape",5,https://cdn.rebrickable.com/media/sets/fig-003651.jpg
fig-003652,"Darth Vader, Light Bluish Gray Skin, No Cape (Episode 3)",4,https://cdn.rebrickable.com/media/sets/fig-003652.jpg
fig-003653,"Anakin Skywalker, Transformation, Black Eyes",3,https://cdn.rebrickable.com/media/sets/fig-003653.jpg
fig-003654,"Battle Droid Security, Dark Red Torso with Tan Print, Two Bent Arms",5,https://cdn.rebrickable.com/media/sets/fig-003654.jpg
fig-003655,"Obi-Wan Kenobi, Padawan, Yellow Skin, Brown Hair and Cape",5,https://cdn.rebrickable.com/media/sets/fig-003655.jpg
fig-003656,"Imperial Officer / Captain / Commandant / Commander, Dark Gray Uniform, Yellow Skin",4,https://cdn.rebrickable.com/media/sets/fig-003656.jpg
fig-003657,"Luke Skywalker, Black Robes, Yellow Skin, Black Right Hand",4,https://cdn.rebrickable.com/media/sets/fig-003657.jpg
fig-003658,"Princess Leia, White Robe, Yellow Skin (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-003658.jpg
fig-003659,"Han Solo, Black Vest, Yellow Skin, Blue Legs (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-003659.jpg
fig-003660,"Darth Vader, Light-Up Lightsaber",3,https://cdn.rebrickable.com/media/sets/fig-003660.jpg
fig-003661,"Dutch Vander / Rebel Pilot Y-wing, Yellow Skin, Dark Bluish Gray Hips",4,https://cdn.rebrickable.com/media/sets/fig-003661.jpg
fig-003662,"Darth Vader, Light Bluish Gray Skin, No Scars on Right Cheek (3626b Head)",5,https://cdn.rebrickable.com/media/sets/fig-003662.jpg
fig-003663,"Clone Trooper, 327th Star Corps, Yellow Markings, Pauldron",5,https://cdn.rebrickable.com/media/sets/fig-003663.jpg
fig-003664,"Mace Windu, Tan Legs, Cape",4,https://cdn.rebrickable.com/media/sets/fig-003664.jpg
fig-003665,"Clone Trooper, 41st Elite Corps Scout Battalion Armor, Dark Bluish Gray (Kashyyyk)",4,https://cdn.rebrickable.com/media/sets/fig-003665.jpg
fig-003666,"Clone Trooper, Phase II Armor, Plain Black Head, Neck Bracket",5,https://cdn.rebrickable.com/media/sets/fig-003666.jpg
fig-003667,"Clone Trooper, Phase II Armor, Plain Black Head, Black Mouth",4,https://cdn.rebrickable.com/media/sets/fig-003667.jpg
fig-003668,"Super Battle Droid, Pearl Dark Gray",4,https://cdn.rebrickable.com/media/sets/fig-003668.jpg
fig-003669,"General Grievous, Plain",7,https://cdn.rebrickable.com/media/sets/fig-003669.jpg
fig-003670,"Clone Trooper, 327th Star Corps, Yellow Markings",4,https://cdn.rebrickable.com/media/sets/fig-003670.jpg
fig-003671,"Clone Shock Trooper, Red Markings, Plain Black Head, Black Hips",4,https://cdn.rebrickable.com/media/sets/fig-003671.jpg
fig-003672,"Obi-Wan Kenobi, Dark Orange Legs, Headset",4,https://cdn.rebrickable.com/media/sets/fig-003672.jpg
fig-003673,"Emperor Palpatine, Light Bluish Gray Skin",5,https://cdn.rebrickable.com/media/sets/fig-003673.jpg
fig-003674,"Imperial Officer / Captain / Commandant / Commander, Dark Bluish Gray Uniform, Cavalry Cap, Brown Eyebrows",4,https://cdn.rebrickable.com/media/sets/fig-003674.jpg
fig-003675,"Stormtrooper, Plain Yellow Head, White Hips",4,https://cdn.rebrickable.com/media/sets/fig-003675.jpg
fig-003676,K-3PO,3,https://cdn.rebrickable.com/media/sets/fig-003676.jpg
fig-003677,"Rebel Trooper in Hoth Uniform, White Hat, Tan Jacket (30170 Goggles)",6,https://cdn.rebrickable.com/media/sets/fig-003677.jpg
fig-003678,"Dak Ralter, Standard Face",4,https://cdn.rebrickable.com/media/sets/fig-003678.jpg
fig-003679,"Snowtrooper, Light Bluish Gray Hips, Plain Black Head, White Hands",4,https://cdn.rebrickable.com/media/sets/fig-003679.jpg
fig-003680,"Astromech Droid, R2-R7",4,https://cdn.rebrickable.com/media/sets/fig-003680.jpg
fig-003681,Republic Pilot,4,https://cdn.rebrickable.com/media/sets/fig-003681.jpg
fig-003682,Republic Captain,4,https://cdn.rebrickable.com/media/sets/fig-003682.jpg
fig-003683,"Qui-Gon Jinn, Tan Legs, Brown Beard",5,https://cdn.rebrickable.com/media/sets/fig-003683.jpg
fig-003684,"Obi-Wan Kenobi, Padawan, Reddish Brown Hood and Cape, Black Eyes",5,https://cdn.rebrickable.com/media/sets/fig-003684.jpg
fig-003685,"Qui-Gon Jinn, Tan Legs, Dark Orange Beard",5,https://cdn.rebrickable.com/media/sets/fig-003685.jpg
fig-003686,"Darth Vader, Damaged",4,https://cdn.rebrickable.com/media/sets/fig-003686.jpg
fig-003687,"Battle Droid Pilot, Blue Torso, One Bent Arm, One Straight Arm",5,https://cdn.rebrickable.com/media/sets/fig-003687.jpg
fig-003688,"Battle Droid Security, Dark Red Torso, One Bent Arm, One Straight Arm",5,https://cdn.rebrickable.com/media/sets/fig-003688.jpg
fig-003689,"Droideka / Destroyer Droid, Copper Shell",35,https://cdn.rebrickable.com/media/sets/fig-003689.jpg
fig-003690,Kit Fisto,3,https://cdn.rebrickable.com/media/sets/fig-003690.jpg
fig-003691,"Obi-Wan Kenobi, Tan Plain Legs, Headset",4,https://cdn.rebrickable.com/media/sets/fig-003691.jpg
fig-003692,"Naboo Fighter Pilot, Tan Jacket",5,https://cdn.rebrickable.com/media/sets/fig-003692.jpg
fig-003693,"Anakin Skywalker, Child, Dark Tan Hair, Black Eyes",4,https://cdn.rebrickable.com/media/sets/fig-003693.jpg
fig-003694,"Sandtrooper Squad Leader / Captain, Orange Pauldron, Neck Bracket, Plain Black Head",5,https://cdn.rebrickable.com/media/sets/fig-003694.jpg
fig-003695,"Stormtrooper, Plain Black Head, Solid Nose Vent",4,https://cdn.rebrickable.com/media/sets/fig-003695.jpg
fig-003696,"Dutch Vander / Rebel Pilot Y-wing, Plain Legs, No Visor",4,https://cdn.rebrickable.com/media/sets/fig-003696.jpg
fig-003697,"Stormtrooper, Plain Black Head, Black Lines on Nose Vent",4,https://cdn.rebrickable.com/media/sets/fig-003697.jpg
fig-003698,R-3PO,3,https://cdn.rebrickable.com/media/sets/fig-003698.jpg
fig-003699,"2-1B Medical Droid, Sand Blue Torso, One Arms with Clips at 90°",4,https://cdn.rebrickable.com/media/sets/fig-003699.jpg
fig-003700,"Princess Leia, Hoth Outfit, Tan Jacket, Dark Brown Hair",4,https://cdn.rebrickable.com/media/sets/fig-003700.jpg
fig-003701,"Luke Skywalker, Bacta Tank Outfit, Tan Hair",4,https://cdn.rebrickable.com/media/sets/fig-003701.jpg
fig-003702,"Han Solo, Hoth Outfit, Dark Blue Hood, White Pupils",4,https://cdn.rebrickable.com/media/sets/fig-003702.jpg
fig-003703,"Anakin Skywalker, Child, Dark Tan Hair, White Pupils, Printed Goggles",4,https://cdn.rebrickable.com/media/sets/fig-003703.jpg
fig-003704,"Battle Droid Security, Dark Red Torso with Tan Print and Three Red Dots, One Bent Arm, One Straight Arm",5,https://cdn.rebrickable.com/media/sets/fig-003704.jpg
fig-003705,"Droideka / Destroyer Droid, Reddish Brown Shell, Dark Bluish Gray Legs",31,https://cdn.rebrickable.com/media/sets/fig-003705.jpg
fig-003706,"Super Battle Droid, Pearl Dark Gray, Blaster Arm",4,https://cdn.rebrickable.com/media/sets/fig-003706.jpg
fig-003707,"Luminara Unduli, Black Hat",4,https://cdn.rebrickable.com/media/sets/fig-003707.jpg
fig-003708,"Captain Rex, Helmet Rangefinder",7,https://cdn.rebrickable.com/media/sets/fig-003708.jpg
fig-003709,"Astromech Droid, R8-B7",4,https://cdn.rebrickable.com/media/sets/fig-003709.jpg
fig-003710,TX-20 / Tactical Droid,4,https://cdn.rebrickable.com/media/sets/fig-003710.jpg
fig-003711,"Mace Windu, Dark Tan Plain Legs (Clone Wars)",3,https://cdn.rebrickable.com/media/sets/fig-003711.jpg
fig-003712,"Rebel Pilot A-wing, Green Uniform, Black Eyes, Trans-Yellow Visor",5,https://cdn.rebrickable.com/media/sets/fig-003712.jpg
fig-003713,"Admiral Ackbar, White Outfit",3,https://cdn.rebrickable.com/media/sets/fig-003713.jpg
fig-003714,"Crix Madine, Dark Tan Legs",4,https://cdn.rebrickable.com/media/sets/fig-003714.jpg
fig-003715,Mon Mothma,5,https://cdn.rebrickable.com/media/sets/fig-003715.jpg
fig-003716,Mon Calamari Officer,3,https://cdn.rebrickable.com/media/sets/fig-003716.jpg
fig-003717,"Lando Calrissian, Sand Blue Cape, Sand Blue Legs",5,https://cdn.rebrickable.com/media/sets/fig-003717.jpg
fig-003718,Hondo Ohnaka,5,https://cdn.rebrickable.com/media/sets/fig-003718.jpg
fig-003719,Turk Falso,3,https://cdn.rebrickable.com/media/sets/fig-003719.jpg
fig-003720,Magna Guard,9,https://cdn.rebrickable.com/media/sets/fig-003720.jpg
fig-003721,Pilot Droid,5,https://cdn.rebrickable.com/media/sets/fig-003721.jpg
fig-003722,"Astromech Droid, R7-A7, Black Rectangles",4,https://cdn.rebrickable.com/media/sets/fig-003722.jpg
fig-003724,"Ahsoka Tano, Padawan, Light Bluish Gray Legs",4,https://cdn.rebrickable.com/media/sets/fig-003724.jpg
fig-003725,"Rebel Trooper in Hoth Uniform, White Hat, Tan Jacket (46304 Goggles)",6,https://cdn.rebrickable.com/media/sets/fig-003725.jpg
fig-003726,"Han Solo, Hoth Outfit, Dark Blue Hood, Black Eyes",4,https://cdn.rebrickable.com/media/sets/fig-003726.jpg
fig-003728,"Clone Trooper, Phase I Armor, Brown Eyes, Jetpack",5,https://cdn.rebrickable.com/media/sets/fig-003728.jpg
fig-003729,"Battle Droid Commander, One Bent Arm, One Straight Arm, Yellow Torso",5,https://cdn.rebrickable.com/media/sets/fig-003729.jpg
fig-003730,Clone Commander Fox - Hollow LBG Circle,7,https://cdn.rebrickable.com/media/sets/fig-003730.jpg
fig-003731,Rotta,3,https://cdn.rebrickable.com/media/sets/fig-003731.jpg
fig-003732,"Anakin Skywalker, Pilot Uniform (Clone Wars) (3626b Head)",4,https://cdn.rebrickable.com/media/sets/fig-003732.jpg
fig-003733,"Clone Trooper, Phase I Armor, Dark Bluish Gray Pauldron and Kama",7,https://cdn.rebrickable.com/media/sets/fig-003733.jpg
fig-003734,"Battle Droid, Two Straight Arms with Clips at 90°",5,https://cdn.rebrickable.com/media/sets/fig-003734.jpg
fig-003735,"Asajj Ventress, Dark Blue Outfit",4,https://cdn.rebrickable.com/media/sets/fig-003735.jpg
fig-003736,"Plo Koon, White Undershirt",3,https://cdn.rebrickable.com/media/sets/fig-003736.jpg
fig-003737,"Clone Commander Cody, Pauldron and Kama",7,https://cdn.rebrickable.com/media/sets/fig-003737.jpg
fig-003738,"Clone Trooper, Phase I Armor, Brown Eyes, Dark Bluish Gray Rangefinder",5,https://cdn.rebrickable.com/media/sets/fig-003738.jpg
fig-003739,"Captain Rex, Visor",7,https://cdn.rebrickable.com/media/sets/fig-003739.jpg
fig-003740,Juno Eclipse,4,https://cdn.rebrickable.com/media/sets/fig-003740.jpg
fig-003741,Darth Vader's Apprentice,4,https://cdn.rebrickable.com/media/sets/fig-003741.jpg
fig-003742,"Dwarf Spider Droid, Reddish Brown Dome",38,https://cdn.rebrickable.com/media/sets/fig-003742.jpg
fig-003754,Battle Droid / Rocket Battle Droid,7,https://cdn.rebrickable.com/media/sets/fig-003754.jpg
fig-003755,"Assassin Droid Elite, Black",8,https://cdn.rebrickable.com/media/sets/fig-003755.jpg
fig-003756,"Assassin Droid, Silver",8,https://cdn.rebrickable.com/media/sets/fig-003756.jpg
fig-003757,"Princess Leia, White Robe, Dark Brown Hair, Plain Belt",4,https://cdn.rebrickable.com/media/sets/fig-003757.jpg
fig-003758,"Darth Vader, Light Bluish Gray Skin, White Pupils (3626b Head)",5,https://cdn.rebrickable.com/media/sets/fig-003758.jpg
fig-003759,"Han Solo, Black Vest, Dark Blue Legs, Smooth Hair, No Cheek Lines",4,https://cdn.rebrickable.com/media/sets/fig-003759.jpg
fig-003760,"Luke Skywalker, White Robe, Tan Legs, Dual Sided Head",4,https://cdn.rebrickable.com/media/sets/fig-003760.jpg
fig-003761,"Obi-Wan Kenobi, Old, with Light Nougat Skin and Reddish Brown Hood and Cape, White Pupils",5,https://cdn.rebrickable.com/media/sets/fig-003761.jpg
fig-003762,Clone Commander Wolffe,6,https://cdn.rebrickable.com/media/sets/fig-003762.jpg
fig-003763,Eeth Koth,4,https://cdn.rebrickable.com/media/sets/fig-003763.jpg
fig-003764,"Quinlan Vos, Black Legs",4,https://cdn.rebrickable.com/media/sets/fig-003764.jpg
fig-003765,"Yoda, Sand Green Head with Gray Hair, Dark Red Sash (Clone Wars)",3,https://cdn.rebrickable.com/media/sets/fig-003765.jpg
fig-003766,"Clone Trooper, Wolfpack, with Jet Pack and Sand Blue Arms",5,https://cdn.rebrickable.com/media/sets/fig-003766.jpg
fig-003767,"Watto, Printed Head, Dark Bluish Gray Hands",3,https://cdn.rebrickable.com/media/sets/fig-003767.jpg
fig-003768,Wald,3,https://cdn.rebrickable.com/media/sets/fig-003768.jpg
fig-003769,Sebulba,3,https://cdn.rebrickable.com/media/sets/fig-003769.jpg
fig-003770,"Anakin Skywalker, Child, Light Bluish Gray Helmet",4,https://cdn.rebrickable.com/media/sets/fig-003770.jpg
fig-003771,"Obi-Wan Kenobi, Padawan, Reddish Brown Hood and Cape, White Pupils",5,https://cdn.rebrickable.com/media/sets/fig-003771.jpg
fig-003772,"Darth Maul, Horns, Plain Legs",5,https://cdn.rebrickable.com/media/sets/fig-003772.jpg
fig-003773,Captain Panaka,4,https://cdn.rebrickable.com/media/sets/fig-003773.jpg
fig-003774,"Padme Amidala / Naberrie, Light Bluish Gray Tunic",4,https://cdn.rebrickable.com/media/sets/fig-003774.jpg
fig-003775,"Qui-Gon Jinn, Plain Reddish Brown Legs (3626b Head)",5,https://cdn.rebrickable.com/media/sets/fig-003775.jpg
fig-003776,"Ki-Adi-Mundi, Plain Legs",4,https://cdn.rebrickable.com/media/sets/fig-003776.jpg
fig-003777,Clone Commander Cody,5,https://cdn.rebrickable.com/media/sets/fig-003777.jpg
fig-003778,Savage Opress -3626b Head,5,https://cdn.rebrickable.com/media/sets/fig-003778.jpg
fig-003779,"Asajj Ventress, Black Outfit - 3626b Head",3,https://cdn.rebrickable.com/media/sets/fig-003779.jpg
fig-003780,"Anakin Skywalker, Black Robe, Black Legs (Clone Wars)",4,https://cdn.rebrickable.com/media/sets/fig-003780.jpg
fig-003781,"Clone Gunner, Phase I Armor",4,https://cdn.rebrickable.com/media/sets/fig-003781.jpg
fig-003782,"Clone Commander, Black Pauldron and Kama",7,https://cdn.rebrickable.com/media/sets/fig-003782.jpg
fig-003783,"Tokkat, Ewok",3,https://cdn.rebrickable.com/media/sets/fig-003783.jpg
fig-003784,"Scout Trooper, Plain Black Head",4,https://cdn.rebrickable.com/media/sets/fig-003784.jpg
fig-003785,"Logray, Ewok",3,https://cdn.rebrickable.com/media/sets/fig-003785.jpg
fig-003786,Shaak Ti,5,https://cdn.rebrickable.com/media/sets/fig-003786.jpg
fig-003787,"Saesee Tiin, No Cape",4,https://cdn.rebrickable.com/media/sets/fig-003787.jpg
fig-003788,Embo,5,https://cdn.rebrickable.com/media/sets/fig-003788.jpg
fig-003789,Aurra Sing,4,https://cdn.rebrickable.com/media/sets/fig-003789.jpg
fig-003790,Sugi,3,https://cdn.rebrickable.com/media/sets/fig-003790.jpg
fig-003791,"Astromech Droid, R2-Q2, 30367c Dome",4,https://cdn.rebrickable.com/media/sets/fig-003791.jpg
fig-003792,Imperial Pilot V-wing - 3626b Head,4,https://cdn.rebrickable.com/media/sets/fig-003792.jpg
fig-003793,"Jar Jar Binks, Dark Tan Torso",3,https://cdn.rebrickable.com/media/sets/fig-003793.jpg
fig-003794,"Battle Droid Pilot, Blue Torso with Tan Print, Two Bent Arms",5,https://cdn.rebrickable.com/media/sets/fig-003794.jpg
fig-003795,"Clone Trooper, Bomb Squad, Orange Markings",4,https://cdn.rebrickable.com/media/sets/fig-003795.jpg
fig-003796,Clone ARF Trooper / Lightning Squadron (Lieutenant Razor),4,https://cdn.rebrickable.com/media/sets/fig-003796.jpg
fig-003797,"Clone Trooper, Sand Green Markings, Horn Company",4,https://cdn.rebrickable.com/media/sets/fig-003797.jpg
fig-003798,"Battle Droid Pilot, Blue Torso with Tan Print, One Bent Arm, One Straight Arm",5,https://cdn.rebrickable.com/media/sets/fig-003798.jpg
fig-003799,"Astromech Droid, R2-Q5",4,https://cdn.rebrickable.com/media/sets/fig-003799.jpg
fig-003800,FA-4 Pilot Droid,9,https://cdn.rebrickable.com/media/sets/fig-003800.jpg
fig-003801,"Astromech Droid, R5-F7",4,https://cdn.rebrickable.com/media/sets/fig-003801.jpg
fig-003802,Cloud Car Pilot,4,https://cdn.rebrickable.com/media/sets/fig-003802.jpg
fig-003803,"Luke Skywalker, Old, Dark Brown Robes",4,https://cdn.rebrickable.com/media/sets/fig-003803.jpg
fig-003804,"Rebel Trooper / Rebel Fleet Trooper, White Pupils, Cheek Lines",5,https://cdn.rebrickable.com/media/sets/fig-003804.jpg
fig-003805,Onaconda Farr,3,https://cdn.rebrickable.com/media/sets/fig-003805.jpg
fig-003806,"Battle Droid Pilot, Blue Torso, Two Bent Arms",5,https://cdn.rebrickable.com/media/sets/fig-003806.jpg
fig-003807,"Zev Senesca, Orange Rebel Pilot Outfit",4,https://cdn.rebrickable.com/media/sets/fig-003807.jpg
fig-003808,"Rebel Officer in Hoth Outfit, Tan Hat",6,https://cdn.rebrickable.com/media/sets/fig-003808.jpg
fig-003809,"Rebel Trooper in Hoth Uniform, Tan Hat, Orange Chin Line",6,https://cdn.rebrickable.com/media/sets/fig-003809.jpg
fig-003810,"Senate Commando, Plain Legs, Printed Head (Clone Wars)",4,https://cdn.rebrickable.com/media/sets/fig-003810.jpg
fig-003811,"Chancellor Palpatine, Red Outfit (Clone Wars)",6,https://cdn.rebrickable.com/media/sets/fig-003811.jpg
fig-003812,"Chief Chirpa, Ewok",3,https://cdn.rebrickable.com/media/sets/fig-003812.jpg
fig-003813,"Wicket, Ewok, Dark Orange Hood",3,https://cdn.rebrickable.com/media/sets/fig-003813.jpg
fig-003814,"Princess Leia, Endor Outfit, Sand Green Top",4,https://cdn.rebrickable.com/media/sets/fig-003814.jpg
fig-003815,"Paploo, Ewok, Tan Hood with Reddish Brown Face",3,https://cdn.rebrickable.com/media/sets/fig-003815.jpg
fig-003816,"Death Star Trooper / Imperial Trooper, Brown Eyebrows, Black Eyes, Black Helmet",4,https://cdn.rebrickable.com/media/sets/fig-003816.jpg
fig-003817,"Han Solo, Black Vest, Reddish Brown Legs, Black Eyes",4,https://cdn.rebrickable.com/media/sets/fig-003817.jpg
fig-003819,"Rebel Trooper in Endor Uniform, Sand Green Legs, Brown Beard, Neck Bracket",5,https://cdn.rebrickable.com/media/sets/fig-003819.jpg
fig-003820,"Rebel Trooper in Endor Uniform, Sand Green Legs, Black Eyes, Neck Bracket",5,https://cdn.rebrickable.com/media/sets/fig-003820.jpg
fig-003822,"Astromech Droid, R2-D2, Pearl Light Gray Dome",4,https://cdn.rebrickable.com/media/sets/fig-003822.jpg
fig-003823,Battle Droid / Rocket Battle Droid Commando,7,https://cdn.rebrickable.com/media/sets/fig-003823.jpg
fig-003824,Thi-Sen,3,https://cdn.rebrickable.com/media/sets/fig-003824.jpg
fig-003825,"Anakin Skywalker, Dark Blue Hood",4,https://cdn.rebrickable.com/media/sets/fig-003825.jpg
fig-003826,"AT-AT Driver, White Uniform, Plain Black Head (87556 Helmet)",4,https://cdn.rebrickable.com/media/sets/fig-003826.jpg
fig-003827,"Imperial Officer / Captain / Commandant / Commander, Battle Armor, Dark Bluish Gray Hips",4,https://cdn.rebrickable.com/media/sets/fig-003827.jpg
fig-003828,"Astromech Droid, R4-P17, Blue Rectangles",4,https://cdn.rebrickable.com/media/sets/fig-003828.jpg
fig-003829,"Astromech Droid, R3-M2",4,https://cdn.rebrickable.com/media/sets/fig-003829.jpg
fig-003831,"Anakin Skywalker, Pilot Uniform, Printed Headset",4,https://cdn.rebrickable.com/media/sets/fig-003831.jpg
fig-003832,"Obi-Wan Kenobi, Old, Tan Robes, Hair, White Pupils, Gray Beard, 3626bpr0638",4,https://cdn.rebrickable.com/media/sets/fig-003832.jpg
fig-003833,"Luke Skywalker, White Robe, Straight Tan Hair, White Pupils, 3626bpr9995",4,https://cdn.rebrickable.com/media/sets/fig-003833.jpg
