set_num,name,year,theme_id,num_parts,img_url
66597-1,Super Pack 2-in-1,2018,158,0,https://cdn.rebrickable.com/media/sets/66597-1.jpg
66674-1,Skywalker Adventures Pack,2021,158,0,https://cdn.rebrickable.com/media/sets/66674-1.jpg
66708-1,Galactic Adventures Pack,2022,158,0,https://cdn.rebrickable.com/media/sets/66708-1.jpg
66775-1,Hoth Combo Pack,2023,158,0,https://cdn.rebrickable.com/media/sets/66775-1.jpg
66778-1,Star Wars Mech 3-Pack,2023,158,0,https://cdn.rebrickable.com/media/sets/66778-1.jpg
66787-1,Jedi Masters Gift Set,2024,158,0,https://cdn.rebrickable.com/media/sets/66787-1.jpg
66804-1,Star Wars: The Clone Wars & The Mandalorian Gift Set,2025,158,0,https://cdn.rebrickable.com/media/sets/66804-1.jpg
66808-1,LEGO Star Wars Epic Battle Set,2025,158,0,https://cdn.rebrickable.com/media/sets/66808-1.jpg
6963-1,X-wing Fighter,2004,158,41,https://cdn.rebrickable.com/media/sets/6963-1.jpg
6963-2,X-wing Fighter,2004,158,41,https://cdn.rebrickable.com/media/sets/6963-2.jpg
6964-1,Boba Fett's Slave I - Mini (Kabaya Box),2004,158,25,https://cdn.rebrickable.com/media/sets/6964-1.jpg
6964-2,Boba Fett's Slave I - Mini (Polybag),2004,158,25,https://cdn.rebrickable.com/media/sets/6964-2.jpg
6965-1,TIE Interceptor,2004,158,32,https://cdn.rebrickable.com/media/sets/6965-1.jpg
6965-2,TIE Interceptor,2005,158,32,https://cdn.rebrickable.com/media/sets/6965-2.jpg
6966-1,Jedi Starfighter - Mini,2005,158,38,https://cdn.rebrickable.com/media/sets/6966-1.jpg
6966-2,Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,158,38,https://cdn.rebrickable.com/media/sets/6966-2.jpg
6967-1,ARC-170 Starfighter - Mini,2005,158,42,https://cdn.rebrickable.com/media/sets/6967-1.jpg
6967-2,ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,158,42,https://cdn.rebrickable.com/media/sets/6967-2.jpg
6968-1,Mini Wookiee Attack,2005,158,48,https://cdn.rebrickable.com/media/sets/6968-1.jpg
7101-1,Lightsaber Duel,1999,158,52,https://cdn.rebrickable.com/media/sets/7101-1.jpg
7103-1,Jedi Duel,2002,158,82,https://cdn.rebrickable.com/media/sets/7103-1.jpg
7104-1,Desert Skiff,2000,158,55,https://cdn.rebrickable.com/media/sets/7104-1.jpg
7106-1,Droid Escape,2001,158,45,https://cdn.rebrickable.com/media/sets/7106-1.jpg
7110-1,Landspeeder,1999,158,49,https://cdn.rebrickable.com/media/sets/7110-1.jpg
7111-1,Droid Fighter,1999,158,62,https://cdn.rebrickable.com/media/sets/7111-1.jpg
7113-1,Tusken Raider Encounter,2002,158,93,https://cdn.rebrickable.com/media/sets/7113-1.jpg
7115-1,Gungan Patrol,2000,158,79,https://cdn.rebrickable.com/media/sets/7115-1.jpg
7119-1,Twin-Pod Cloud Car,2002,158,118,https://cdn.rebrickable.com/media/sets/7119-1.jpg
7121-1,Naboo Swamp,1999,158,82,https://cdn.rebrickable.com/media/sets/7121-1.jpg
7124-1,Flash Speeder,2000,158,107,https://cdn.rebrickable.com/media/sets/7124-1.jpg
7126-1,Battle Droid Carrier,2001,158,133,https://cdn.rebrickable.com/media/sets/7126-1.jpg
7127-1,Imperial AT-ST,2001,158,107,https://cdn.rebrickable.com/media/sets/7127-1.jpg
7128-1,Speeder Bikes,1999,158,93,https://cdn.rebrickable.com/media/sets/7128-1.jpg
7130-1,Snowspeeder,1999,158,217,https://cdn.rebrickable.com/media/sets/7130-1.jpg
7131-1,Anakin's Podracer,1999,158,136,https://cdn.rebrickable.com/media/sets/7131-1.jpg
7133-1,Bounty Hunter Pursuit,2002,158,254,https://cdn.rebrickable.com/media/sets/7133-1.jpg
7134-1,A-wing Fighter,2000,158,125,https://cdn.rebrickable.com/media/sets/7134-1.jpg
7139-1,Ewok Attack,2002,158,121,https://cdn.rebrickable.com/media/sets/7139-1.jpg
7140-1,X-wing Fighter,1999,158,271,https://cdn.rebrickable.com/media/sets/7140-1.jpg
7141-1,Naboo Fighter,1999,158,179,https://cdn.rebrickable.com/media/sets/7141-1.jpg
7142-1,X-wing Fighter,2002,158,271,https://cdn.rebrickable.com/media/sets/7142-1.jpg
7143-1,Jedi Starfighter,2002,158,139,https://cdn.rebrickable.com/media/sets/7143-1.jpg
7144-1,Slave I,2000,158,166,https://cdn.rebrickable.com/media/sets/7144-1.jpg
7146-1,TIE Fighter,2001,158,171,https://cdn.rebrickable.com/media/sets/7146-1.jpg
7150-1,TIE Fighter & Y-wing,1999,158,410,https://cdn.rebrickable.com/media/sets/7150-1.jpg
7151-1,Sith Infiltrator,1999,158,244,https://cdn.rebrickable.com/media/sets/7151-1.jpg
7152-1,TIE Fighter & Y-wing,2002,158,410,https://cdn.rebrickable.com/media/sets/7152-1.jpg
7153-1,Jango Fett's Slave I,2002,158,371,https://cdn.rebrickable.com/media/sets/7153-1.jpg
7155-1,Trade Federation AAT,2000,158,158,https://cdn.rebrickable.com/media/sets/7155-1.jpg
7159-1,Star Wars Podracing Bucket,2000,158,293,https://cdn.rebrickable.com/media/sets/7159-1.jpg
7161-1,Gungan Sub,1999,158,379,https://cdn.rebrickable.com/media/sets/7161-1.jpg
7163-1,Republic Gunship,2002,158,698,https://cdn.rebrickable.com/media/sets/7163-1.jpg
7166-1,Imperial Shuttle,2001,158,238,https://cdn.rebrickable.com/media/sets/7166-1.jpg
7171-1,Mos Espa Podrace,1999,158,907,https://cdn.rebrickable.com/media/sets/7171-1.jpg
7180-1,B-wing at Rebel Control Center,2000,158,346,https://cdn.rebrickable.com/media/sets/7180-1.jpg
7181-1,TIE Interceptor,2000,171,703,https://cdn.rebrickable.com/media/sets/7181-1.jpg
7184-1,Trade Federation MTT,2000,158,466,https://cdn.rebrickable.com/media/sets/7184-1.jpg
7186-1,Watto's Junkyard,2001,158,449,https://cdn.rebrickable.com/media/sets/7186-1.jpg
7190-1,Millennium Falcon,2000,158,671,https://cdn.rebrickable.com/media/sets/7190-1.jpg
7191-1,X-wing Fighter,2000,171,1304,https://cdn.rebrickable.com/media/sets/7191-1.jpg
7194-1,Yoda,2002,171,1076,https://cdn.rebrickable.com/media/sets/7194-1.jpg
7200-1,Final Duel I,2002,158,32,https://cdn.rebrickable.com/media/sets/7200-1.jpg
7201-1,Final Duel II,2002,158,26,https://cdn.rebrickable.com/media/sets/7201-1.jpg
7203-1,Jedi Defense I,2002,158,59,https://cdn.rebrickable.com/media/sets/7203-1.jpg
7204-1,Jedi Defense II,2002,158,53,https://cdn.rebrickable.com/media/sets/7204-1.jpg
7250-1,Clone Scout Walker,2005,158,109,https://cdn.rebrickable.com/media/sets/7250-1.jpg
7251-1,Darth Vader Transformation,2005,158,59,https://cdn.rebrickable.com/media/sets/7251-1.jpg
7252-1,Droid Tri-Fighter,2005,158,148,https://cdn.rebrickable.com/media/sets/7252-1.jpg
7255-1,General Grievous Chase,2005,158,112,https://cdn.rebrickable.com/media/sets/7255-1.jpg
7256-1,Jedi Starfighter & Vulture Droid,2005,158,203,https://cdn.rebrickable.com/media/sets/7256-1.jpg
7257-1,Ultimate Lightsaber Duel,2005,158,280,https://cdn.rebrickable.com/media/sets/7257-1.jpg
7258-1,Wookiee Attack,2005,158,368,https://cdn.rebrickable.com/media/sets/7258-1.jpg
7259-1,ARC-170 Starfighter,2005,158,400,https://cdn.rebrickable.com/media/sets/7259-1.jpg
7260-1,Wookiee Catamaran,2005,158,380,https://cdn.rebrickable.com/media/sets/7260-1.jpg
7261-1,Clone Turbo Tank [Light-Up Mace Windu],2005,158,810,https://cdn.rebrickable.com/media/sets/7261-1.jpg
7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,158,819,https://cdn.rebrickable.com/media/sets/7261-2.jpg
7262-1,TIE Fighter and Y-wing,2004,158,415,https://cdn.rebrickable.com/media/sets/7262-1.jpg
7263-1,TIE Fighter,2005,158,161,https://cdn.rebrickable.com/media/sets/7263-1.jpg
7264-1,Imperial Inspection,2005,158,379,https://cdn.rebrickable.com/media/sets/7264-1.jpg
7283-1,Ultimate Space Battle,2005,158,567,https://cdn.rebrickable.com/media/sets/7283-1.jpg
75000-1,Clone Troopers vs. Droidekas,2013,158,124,https://cdn.rebrickable.com/media/sets/75000-1.jpg
75001-1,Republic Troopers vs. Sith Troopers,2013,158,63,https://cdn.rebrickable.com/media/sets/75001-1.jpg
75002-1,AT-RT,2013,158,222,https://cdn.rebrickable.com/media/sets/75002-1.jpg
75003-1,A-wing Starfighter,2013,158,177,https://cdn.rebrickable.com/media/sets/75003-1.jpg
75004-1,Z-95 Headhunter,2013,158,373,https://cdn.rebrickable.com/media/sets/75004-1.jpg
75005-1,Rancor Pit,2013,158,381,https://cdn.rebrickable.com/media/sets/75005-1.jpg
75006-1,Jedi Starfighter & Planet Kamino,2013,158,61,https://cdn.rebrickable.com/media/sets/75006-1.jpg
75007-1,Republic Assault Ship & Planet Coruscant,2013,158,74,https://cdn.rebrickable.com/media/sets/75007-1.jpg
75008-1,TIE Bomber & Asteroid Field,2013,158,60,https://cdn.rebrickable.com/media/sets/75008-1.jpg
75009-1,Snowspeeder & Planet Hoth,2013,158,69,https://cdn.rebrickable.com/media/sets/75009-1.jpg
75010-1,B-wing Starfighter & Planet Endor,2013,158,83,https://cdn.rebrickable.com/media/sets/75010-1.jpg
75011-1,Tantive IV & Planet Alderaan,2013,158,102,https://cdn.rebrickable.com/media/sets/75011-1.jpg
75012-1,BARC Speeder with Sidecar,2013,158,226,https://cdn.rebrickable.com/media/sets/75012-1.jpg
75013-1,Umbaran MHC (Mobile Heavy Cannon),2013,158,493,https://cdn.rebrickable.com/media/sets/75013-1.jpg
75014-1,Battle Of Hoth,2013,158,422,https://cdn.rebrickable.com/media/sets/75014-1.jpg
75015-1,Corporate Alliance Tank Droid,2013,158,271,https://cdn.rebrickable.com/media/sets/75015-1.jpg
75016-1,Homing Spider Droid,2013,158,295,https://cdn.rebrickable.com/media/sets/75016-1.jpg
75017-1,Duel on Geonosis,2013,158,391,https://cdn.rebrickable.com/media/sets/75017-1.jpg
75018-1,JEK-14's Stealth Starfighter,2013,158,550,https://cdn.rebrickable.com/media/sets/75018-1.jpg
75019-1,AT-TE,2013,158,794,https://cdn.rebrickable.com/media/sets/75019-1.jpg
75020-1,Jabba's Sail Barge,2013,158,851,https://cdn.rebrickable.com/media/sets/75020-1.jpg
75021-1,Republic Gunship,2013,158,1176,https://cdn.rebrickable.com/media/sets/75021-1.jpg
75022-1,Mandalorian Speeder,2013,158,195,https://cdn.rebrickable.com/media/sets/75022-1.jpg
75023-1,Star Wars Advent Calendar 2013,2013,209,254,https://cdn.rebrickable.com/media/sets/75023-1.jpg
75024-1,HH-87 Starhopper,2013,158,362,https://cdn.rebrickable.com/media/sets/75024-1.jpg
75025-1,Jedi Defender-class Cruiser,2013,158,927,https://cdn.rebrickable.com/media/sets/75025-1.jpg
75028-1,Clone Turbo Tank,2014,158,96,https://cdn.rebrickable.com/media/sets/75028-1.jpg
75029-1,AAT,2014,158,95,https://cdn.rebrickable.com/media/sets/75029-1.jpg
75030-1,Millennium Falcon,2014,158,94,https://cdn.rebrickable.com/media/sets/75030-1.jpg
75031-1,TIE Interceptor,2014,158,92,https://cdn.rebrickable.com/media/sets/75031-1.jpg
75032-1,X-Wing Fighter,2014,158,97,https://cdn.rebrickable.com/media/sets/75032-1.jpg
75033-1,Star Destroyer,2014,158,97,https://cdn.rebrickable.com/media/sets/75033-1.jpg
75034-1,Death Star Troopers,2014,158,100,https://cdn.rebrickable.com/media/sets/75034-1.jpg
75035-1,Kashyyyk Troopers,2014,158,99,https://cdn.rebrickable.com/media/sets/75035-1.jpg
75036-1,Utapau Troopers,2014,158,83,https://cdn.rebrickable.com/media/sets/75036-1.jpg
75037-1,Battle on Saleucami,2014,158,156,https://cdn.rebrickable.com/media/sets/75037-1.jpg
75038-1,Jedi Interceptor,2014,158,223,https://cdn.rebrickable.com/media/sets/75038-1.jpg
75039-1,V-Wing Starfighter,2014,158,201,https://cdn.rebrickable.com/media/sets/75039-1.jpg
75040-1,General Grievous' Wheel Bike,2014,158,261,https://cdn.rebrickable.com/media/sets/75040-1.jpg
75041-1,Vulture Droid,2014,158,205,https://cdn.rebrickable.com/media/sets/75041-1.jpg
75042-1,Droid Gunship,2014,158,439,https://cdn.rebrickable.com/media/sets/75042-1.jpg
75043-1,AT-AP,2014,158,717,https://cdn.rebrickable.com/media/sets/75043-1.jpg
75044-1,Droid Tri-Fighter,2014,158,262,https://cdn.rebrickable.com/media/sets/75044-1.jpg
75045-1,Republic AV-7 Anti-Vehicle Cannon,2014,158,434,https://cdn.rebrickable.com/media/sets/75045-1.jpg
75046-1,Coruscant Police Gunship,2014,158,481,https://cdn.rebrickable.com/media/sets/75046-1.jpg
75048-1,The Phantom,2014,158,234,https://cdn.rebrickable.com/media/sets/75048-1.jpg
75049-1,Snowspeeder,2014,158,279,https://cdn.rebrickable.com/media/sets/75049-1.jpg
75050-1,B-Wing,2014,158,448,https://cdn.rebrickable.com/media/sets/75050-1.jpg
75051-1,Jedi Scout Fighter,2014,158,490,https://cdn.rebrickable.com/media/sets/75051-1.jpg
75052-1,Mos Eisley Cantina,2014,158,616,https://cdn.rebrickable.com/media/sets/75052-1.jpg
75053-1,The Ghost,2014,158,929,https://cdn.rebrickable.com/media/sets/75053-1.jpg
75054-1,AT-AT,2014,158,1138,https://cdn.rebrickable.com/media/sets/75054-1.jpg
75055-1,Imperial Star Destroyer,2014,158,1360,https://cdn.rebrickable.com/media/sets/75055-1.jpg
75056-1,Star Wars Advent Calendar 2014,2014,209,275,https://cdn.rebrickable.com/media/sets/75056-1.jpg
75058-1,MTT,2014,158,954,https://cdn.rebrickable.com/media/sets/75058-1.jpg
75059-1,Sandcrawler,2014,171,3296,https://cdn.rebrickable.com/media/sets/75059-1.jpg
75060-1,Slave I,2015,171,1996,https://cdn.rebrickable.com/media/sets/75060-1.jpg
75072-1,ARC-170 Starfighter,2015,158,95,https://cdn.rebrickable.com/media/sets/75072-1.jpg
75073-1,Vulture Droid,2015,158,77,https://cdn.rebrickable.com/media/sets/75073-1.jpg
75074-1,Snowspeeder,2015,158,97,https://cdn.rebrickable.com/media/sets/75074-1.jpg
75075-1,AT-AT,2015,158,88,https://cdn.rebrickable.com/media/sets/75075-1.jpg
75076-1,Republic Gunship,2015,158,105,https://cdn.rebrickable.com/media/sets/75076-1.jpg
75077-1,Homing Spider Droid,2015,158,102,https://cdn.rebrickable.com/media/sets/75077-1.jpg
75078-1,Imperial Troop Transport,2015,158,141,https://cdn.rebrickable.com/media/sets/75078-1.jpg
75079-1,Shadow Troopers,2015,158,95,https://cdn.rebrickable.com/media/sets/75079-1.jpg
75080-1,AAT,2015,158,251,https://cdn.rebrickable.com/media/sets/75080-1.jpg
75081-1,T-16 Skyhopper,2015,158,247,https://cdn.rebrickable.com/media/sets/75081-1.jpg
75082-1,TIE Advanced Prototype,2015,158,355,https://cdn.rebrickable.com/media/sets/75082-1.jpg
75083-1,AT-DP,2015,158,500,https://cdn.rebrickable.com/media/sets/75083-1.jpg
75084-1,Wookiee Gunship,2015,158,570,https://cdn.rebrickable.com/media/sets/75084-1.jpg
75085-1,Hailfire Droid,2015,158,163,https://cdn.rebrickable.com/media/sets/75085-1.jpg
75086-1,Battle Droid Troop Carrier,2015,158,565,https://cdn.rebrickable.com/media/sets/75086-1.jpg
75087-1,Anakin's Custom Jedi Starfighter,2015,158,370,https://cdn.rebrickable.com/media/sets/75087-1.jpg
75088-1,Senate Commando Troopers,2015,158,106,https://cdn.rebrickable.com/media/sets/75088-1.jpg
75089-1,Geonosis Troopers,2015,158,105,https://cdn.rebrickable.com/media/sets/75089-1.jpg
75090-1,Ezra's Speeder Bike [Redesigned Version],2015,158,267,https://cdn.rebrickable.com/media/sets/75090-1.jpg
75090-2,Ezra's Speeder Bike [Original Version],2015,158,253,https://cdn.rebrickable.com/media/sets/75090-2.jpg
75091-1,Flash Speeder,2015,158,312,https://cdn.rebrickable.com/media/sets/75091-1.jpg
75092-1,Naboo Starfighter,2015,158,442,https://cdn.rebrickable.com/media/sets/75092-1.jpg
75093-1,Death Star Final Duel,2015,158,724,https://cdn.rebrickable.com/media/sets/75093-1.jpg
75094-1,Imperial Shuttle Tydirium,2015,158,937,https://cdn.rebrickable.com/media/sets/75094-1.jpg
75095-1,TIE Fighter,2015,171,1685,https://cdn.rebrickable.com/media/sets/75095-1.jpg
75096-1,Sith Infiltrator,2015,158,662,https://cdn.rebrickable.com/media/sets/75096-1.jpg
75097-1,Star Wars Advent Calendar 2015,2015,209,291,https://cdn.rebrickable.com/media/sets/75097-1.jpg
75098-1,Assault on Hoth,2016,171,2144,https://cdn.rebrickable.com/media/sets/75098-1.jpg
75099-1,Rey's Speeder,2015,158,193,https://cdn.rebrickable.com/media/sets/75099-1.jpg
75100-1,First Order Snowspeeder,2015,158,444,https://cdn.rebrickable.com/media/sets/75100-1.jpg
75101-1,First Order Special Forces TIE Fighter,2015,158,533,https://cdn.rebrickable.com/media/sets/75101-1.jpg
75102-1,Poe's X-Wing Fighter,2015,158,716,https://cdn.rebrickable.com/media/sets/75102-1.jpg
75103-1,First Order Transporter,2015,158,792,https://cdn.rebrickable.com/media/sets/75103-1.jpg
75104-1,Kylo Ren's Command Shuttle,2015,158,1005,https://cdn.rebrickable.com/media/sets/75104-1.jpg
75105-1,Millennium Falcon,2015,158,1330,https://cdn.rebrickable.com/media/sets/75105-1.jpg
75106-1,Imperial Assault Carrier,2015,158,1216,https://cdn.rebrickable.com/media/sets/75106-1.jpg
75107-1,Jango Fett,2015,158,85,https://cdn.rebrickable.com/media/sets/75107-1.jpg
75108-1,Clone Commander Cody,2015,158,82,https://cdn.rebrickable.com/media/sets/75108-1.jpg
75109-1,Obi-Wan Kenobi,2015,158,83,https://cdn.rebrickable.com/media/sets/75109-1.jpg
75110-1,Luke Skywalker,2015,158,83,https://cdn.rebrickable.com/media/sets/75110-1.jpg
75111-1,Darth Vader,2015,158,160,https://cdn.rebrickable.com/media/sets/75111-1.jpg
75112-1,General Grievous,2015,158,186,https://cdn.rebrickable.com/media/sets/75112-1.jpg
75113-1,Rey,2016,158,84,https://cdn.rebrickable.com/media/sets/75113-1.jpg
75114-1,First Order Stormtrooper,2016,158,81,https://cdn.rebrickable.com/media/sets/75114-1.jpg
75115-1,Poe Dameron,2016,158,102,https://cdn.rebrickable.com/media/sets/75115-1.jpg
75116-1,Finn,2016,158,98,https://cdn.rebrickable.com/media/sets/75116-1.jpg
75117-1,Kylo Ren,2016,158,86,https://cdn.rebrickable.com/media/sets/75117-1.jpg
75118-1,Captain Phasma,2016,158,82,https://cdn.rebrickable.com/media/sets/75118-1.jpg
75119-1,Sergeant Jyn Erso,2016,158,104,https://cdn.rebrickable.com/media/sets/75119-1.jpg
75120-1,K-2SO,2016,158,169,https://cdn.rebrickable.com/media/sets/75120-1.jpg
75121-1,Imperial Death Trooper,2016,158,106,https://cdn.rebrickable.com/media/sets/75121-1.jpg
75125-1,Resistance X-Wing Fighter,2016,158,87,https://cdn.rebrickable.com/media/sets/75125-1.jpg
75126-1,First Order Snowspeeder,2016,158,91,https://cdn.rebrickable.com/media/sets/75126-1.jpg
75127-1,The Ghost,2016,158,104,https://cdn.rebrickable.com/media/sets/75127-1.jpg
75128-1,TIE Advanced Prototype,2016,158,93,https://cdn.rebrickable.com/media/sets/75128-1.jpg
75129-1,Wookiee Gunship,2016,158,84,https://cdn.rebrickable.com/media/sets/75129-1.jpg
75130-1,AT-DP,2016,158,76,https://cdn.rebrickable.com/media/sets/75130-1.jpg
75131-1,Resistance Trooper Battle Pack,2016,158,112,https://cdn.rebrickable.com/media/sets/75131-1.jpg
75132-1,First Order Battle Pack,2016,158,88,https://cdn.rebrickable.com/media/sets/75132-1.jpg
75133-1,Rebel Alliance Battle Pack,2016,158,101,https://cdn.rebrickable.com/media/sets/75133-1.jpg
75134-1,Galactic Empire Battle Pack,2016,158,109,https://cdn.rebrickable.com/media/sets/75134-1.jpg
75135-1,Obi-Wan's Jedi Interceptor,2016,158,215,https://cdn.rebrickable.com/media/sets/75135-1.jpg
75136-1,Droid Escape Pod,2016,158,197,https://cdn.rebrickable.com/media/sets/75136-1.jpg
75137-1,Carbon-Freezing Chamber,2016,158,231,https://cdn.rebrickable.com/media/sets/75137-1.jpg
75138-1,Hoth Attack,2016,158,233,https://cdn.rebrickable.com/media/sets/75138-1.jpg
75139-1,Battle on Takodana,2016,158,409,https://cdn.rebrickable.com/media/sets/75139-1.jpg
75140-1,Resistance Troop Transporter,2016,158,646,https://cdn.rebrickable.com/media/sets/75140-1.jpg
75141-1,Kanan's Speeder Bike,2016,158,234,https://cdn.rebrickable.com/media/sets/75141-1.jpg
75142-1,Homing Spider Droid,2016,158,310,https://cdn.rebrickable.com/media/sets/75142-1.jpg
75144-1,Snowspeeder,2017,171,1703,https://cdn.rebrickable.com/media/sets/75144-1.jpg
75145-1,Eclipse Fighter,2016,158,363,https://cdn.rebrickable.com/media/sets/75145-1.jpg
75146-1,Star Wars Advent Calendar 2016,2016,209,282,https://cdn.rebrickable.com/media/sets/75146-1.jpg
75147-1,StarScavenger,2016,158,558,https://cdn.rebrickable.com/media/sets/75147-1.jpg
75148-1,Encounter on Jakku,2016,158,530,https://cdn.rebrickable.com/media/sets/75148-1.jpg
75149-1,Resistance X-Wing Fighter,2016,158,742,https://cdn.rebrickable.com/media/sets/75149-1.jpg
75150-1,Vader's TIE Advanced vs. A-Wing Starfighter,2016,158,702,https://cdn.rebrickable.com/media/sets/75150-1.jpg
75151-1,Clone Turbo Tank,2016,158,903,https://cdn.rebrickable.com/media/sets/75151-1.jpg
75152-1,Imperial Assault Hovertank,2016,158,385,https://cdn.rebrickable.com/media/sets/75152-1.jpg
75153-1,AT-ST Walker,2016,158,449,https://cdn.rebrickable.com/media/sets/75153-1.jpg
75154-1,TIE Striker,2016,158,543,https://cdn.rebrickable.com/media/sets/75154-1.jpg
75155-1,Rebel U-Wing Fighter,2016,158,659,https://cdn.rebrickable.com/media/sets/75155-1.jpg
75156-1,Krennic's Imperial Shuttle,2016,158,863,https://cdn.rebrickable.com/media/sets/75156-1.jpg
75157-1,Captain Rex's AT-TE,2016,158,972,https://cdn.rebrickable.com/media/sets/75157-1.jpg
75158-1,Rebel Combat Frigate,2016,158,936,https://cdn.rebrickable.com/media/sets/75158-1.jpg
75159-1,Death Star,2016,171,4024,https://cdn.rebrickable.com/media/sets/75159-1.jpg
75160-1,U-Wing Microfighter,2017,158,108,https://cdn.rebrickable.com/media/sets/75160-1.jpg
75161-1,TIE Striker Microfighter,2017,158,87,https://cdn.rebrickable.com/media/sets/75161-1.jpg
75162-1,Y-Wing Microfighter,2017,158,90,https://cdn.rebrickable.com/media/sets/75162-1.jpg
75163-1,Krennic's Imperial Shuttle Microfighter,2017,158,77,https://cdn.rebrickable.com/media/sets/75163-1.jpg
75164-1,Rebel Trooper Battle Pack,2017,158,119,https://cdn.rebrickable.com/media/sets/75164-1.jpg
75165-1,Imperial Trooper Battle Pack,2017,158,111,https://cdn.rebrickable.com/media/sets/75165-1.jpg
75166-1,First Order Transport Speeder Battle Pack,2017,158,117,https://cdn.rebrickable.com/media/sets/75166-1.jpg
75167-1,Bounty Hunter Speeder Bike Battle Pack,2017,158,125,https://cdn.rebrickable.com/media/sets/75167-1.jpg
75168-1,Yoda's Jedi Starfighter,2017,158,262,https://cdn.rebrickable.com/media/sets/75168-1.jpg
75169-1,Duel on Naboo,2017,158,208,https://cdn.rebrickable.com/media/sets/75169-1.jpg
75170-1,The Phantom,2017,158,269,https://cdn.rebrickable.com/media/sets/75170-1.jpg
75171-1,Battle on Scarif,2017,158,419,https://cdn.rebrickable.com/media/sets/75171-1.jpg
75172-1,Y-Wing Starfighter,2017,158,691,https://cdn.rebrickable.com/media/sets/75172-1.jpg
75173-1,Luke's Landspeeder,2017,158,149,https://cdn.rebrickable.com/media/sets/75173-1.jpg
75174-1,Desert Skiff Escape,2017,158,284,https://cdn.rebrickable.com/media/sets/75174-1.jpg
75175-1,A-Wing Starfighter,2017,158,358,https://cdn.rebrickable.com/media/sets/75175-1.jpg
75176-1,Resistance Transport Pod,2017,158,294,https://cdn.rebrickable.com/media/sets/75176-1.jpg
75177-1,First Order Heavy Scout Walker,2017,158,554,https://cdn.rebrickable.com/media/sets/75177-1.jpg
75178-1,Jakku Quadjumper,2017,158,457,https://cdn.rebrickable.com/media/sets/75178-1.jpg
75179-1,Kylo Ren's TIE Fighter,2017,158,630,https://cdn.rebrickable.com/media/sets/75179-1.jpg
75180-1,Rathtar Escape,2017,158,836,https://cdn.rebrickable.com/media/sets/75180-1.jpg
75181-1,Y-Wing Starfighter,2018,171,1967,https://cdn.rebrickable.com/media/sets/75181-1.jpg
75182-1,Republic Fighter Tank,2017,158,305,https://cdn.rebrickable.com/media/sets/75182-1.jpg
75183-1,Darth Vader Transformation,2017,158,290,https://cdn.rebrickable.com/media/sets/75183-1.jpg
75184-1,Star Wars Advent Calendar 2017,2017,209,309,https://cdn.rebrickable.com/media/sets/75184-1.jpg
75185-1,Tracker I,2017,158,557,https://cdn.rebrickable.com/media/sets/75185-1.jpg
75186-1,The Arrowhead,2017,158,775,https://cdn.rebrickable.com/media/sets/75186-1.jpg
75187-1,BB-8,2017,158,1106,https://cdn.rebrickable.com/media/sets/75187-1.jpg
75188-1,Resistance Bomber,2017,158,780,https://cdn.rebrickable.com/media/sets/75188-1.jpg
75188-2,Resistance Bomber (Finch Dallow version),2018,158,780,https://cdn.rebrickable.com/media/sets/75188-2.jpg
75189-1,First Order Heavy Assault Walker,2017,158,1376,https://cdn.rebrickable.com/media/sets/75189-1.jpg
75190-1,First Order Star Destroyer,2017,158,1416,https://cdn.rebrickable.com/media/sets/75190-1.jpg
75191-1,Jedi Starfighter with Hyperdrive,2017,158,832,https://cdn.rebrickable.com/media/sets/75191-1.jpg
75192-1,Millennium Falcon,2017,171,7541,https://cdn.rebrickable.com/media/sets/75192-1.jpg
75193-1,Millennium Falcon Microfighter,2018,158,92,https://cdn.rebrickable.com/media/sets/75193-1.jpg
75194-1,First Order TIE Fighter Microfighter,2018,158,91,https://cdn.rebrickable.com/media/sets/75194-1.jpg
75195-1,Ski Speeder vs First Order Walker Microfighters,2018,158,216,https://cdn.rebrickable.com/media/sets/75195-1.jpg
75196-1,A-Wing vs. TIE Silencer Microfighters,2018,158,188,https://cdn.rebrickable.com/media/sets/75196-1.jpg
75197-1,First Order Specialists Battle Pack,2018,158,108,https://cdn.rebrickable.com/media/sets/75197-1.jpg
75198-1,Tatooine Battle Pack,2018,158,97,https://cdn.rebrickable.com/media/sets/75198-1.jpg
75199-1,General Grievous' Combat Speeder,2018,158,157,https://cdn.rebrickable.com/media/sets/75199-1.jpg
75200-1,Ahch-To Island Training,2018,158,241,https://cdn.rebrickable.com/media/sets/75200-1.jpg
75201-1,First Order AT-ST,2018,158,370,https://cdn.rebrickable.com/media/sets/75201-1.jpg
75202-1,Defense of Crait,2018,158,746,https://cdn.rebrickable.com/media/sets/75202-1.jpg
75203-1,Hoth Medical Chamber,2018,158,255,https://cdn.rebrickable.com/media/sets/75203-1.jpg
75204-1,Sandspeeder,2018,158,278,https://cdn.rebrickable.com/media/sets/75204-1.jpg
75205-1,Mos Eisley Cantina,2018,158,376,https://cdn.rebrickable.com/media/sets/75205-1.jpg
75206-1,Jedi and Clone Troopers Battle Pack,2018,158,102,https://cdn.rebrickable.com/media/sets/75206-1.jpg
